all
alla
allapoole
allpool
alt
altpoolt
eel
eespool
enne
hommikupoole
hoolimata
ilma
kaudu
keset
kesk
kohe
koos
kuhupoole
kuni
kuspool
kustpoolt
kõige
käsikäes
lappi
ligi
läbi
mööda
paitsi
peale
pealepoole
pealpool
pealt
pealtpoolt
piki
pikku
piku
pikuti
põiki
pärast
päri
risti
sealpool
sealtpoolt
seespool
seltsis
siiapoole
siinpool
siitpoolt
sinnapoole
sissepoole
taga
tagantpoolt
tagapidi
tagapool
taha
tahapoole
teispool
teispoole
tänu
tükkis
vaatamata
vastu
väljapoole
väljaspool
väljastpoolt
õhtupoole
ühes
ühestükis
ühestükkis
ülalpool
ülaltpoolt
üle
ülespoole
ülevalpool
ülevaltpoolt
ümber
ümbert
aegu
aegus
alguks
algul
algule
algult
alguni
all
alla
alt
alul
alutsi
arvel
asemel
asemele
eel
eeli
ees
eesotsas
eest
eestotsast
esitsi
ette
etteotsa
haaval
heaks
hoolimata
hulgas
hulgast
hulka
jalgu
jalus
jalust
jaoks
jooksul
juurde
juures
juurest
jälil
jälile
järel
järele
järelt
järgi
kaasas
kallal
kallale
kallalt
kamul
kannul
kannule
kannult
kaudu
kaupa
keskel
keskele
keskelt
keskis
keskpaiku
kestel
kestes
kilda
killas
killast
kimpu
kimpus
kiuste
kohal
kohale
kohalt
kohaselt
kohe
kohta
koos
korral
kukil
kukile
kukilt
kulul
kõrva
kõrval
kõrvale
kõrvalt
kõrvas
kõrvast
käekõrval
käekõrvale
käekõrvalt
käes
käest
kätte
külge
küljes
küljest
küüsi
küüsis
küüsist
ligi
ligidal
ligidale
ligidalt
aegu
aegus
alguks
algul
algule
algult
alguni
all
alla
alt
alul
alutsi
arvel
asemel
asemele
eel
eeli
ees
eesotsas
eest
eestotsast
esitsi
ette
etteotsa
haaval
heaks
hoolimata
hulgas
hulgast
hulka
jalgu
jalus
jalust
jaoks
jooksul
juurde
juures
juurest
jälil
jälile
järel
järele
järelt
järgi
kaasas
kallal
kallale
kallalt
kamul
kannul
kannule
kannult
kaudu
kaupa
keskel
keskele
keskelt
keskis
keskpaiku
kestel
kestes
kilda
killas
killast
kimpu
kimpus
kiuste
kohal
kohale
kohalt
kohaselt
kohe
kohta
koos
korral
kukil
kukile
kukilt
kulul
kõrva
kõrval
kõrvale
kõrvalt
kõrvas
kõrvast
käekõrval
käekõrvale
käekõrvalt
käes
käest
kätte
külge
küljes
küljest
küüsi
küüsis
küüsist
ligi
ligidal
ligidale
ligidalt
lool
läbi
lähedal
lähedale
lähedalt
man
mant
manu
meelest
mööda
nahas
nahka
nahkas
najal
najale
najalt
nõjal
nõjale
otsa
otsas
otsast
paigale
paigu
paiku
peal
peale
pealt
perra
perrä
pidi
pihta
piki
pikku
pool
poole
poolest
poolt
puhul
puksiiris
pähe
päralt
päras
pärast
päri
ringi
ringis
risust
saadetusel
saadik
saatel
saati
seas
seast
sees
seest
sekka
seljataga
seltsi
seltsis
seltsist
sisse
slepis
suhtes
šlepis
taga
tagant
tagantotsast
tagaotsas
tagaselja
tagasi
tagast
tagutsi
taha
tahaotsa
takka
tarvis
tasa
tuuri
tuuris
tõttu
tükkis
uhal
vaatamata
vahel
vahele
vahelt
vahepeal
vahepeale
vahepealt
vahetsi
varal
varale
varul
vastas
vastast
vastu
veerde
veeres
viisi
võidu
võrd
võrdki
võrra
võrragi
väel
väele
vältel
väärt
väärtki
äärde
ääre
ääres
äärest
ühes
üle
ümber
ümbert
